"CITY","STATE","COUNTRY","GENDER","AGE","MARITAL_STATUS","PROFESSION","REPELLENT_NEGTWEETS","REPELLENT","TENT"
"Portage La Prairie","MB","Canada","M","25","Single","Other","5","false","true"
"Kawasaki","NA","Japan","F","27","Married","Executive","1","true","false"
"Lahti","NA","Finland","F","25","Single","Other","8","false","true"
"Hyderabad","NA","India","M","33","Married","Executive","6","false","true"
"San Jose","CA","United States","F","38","Married","Other","0","true","true"
"Gorakhpur","MH","India","M","28","Single","Executive","7","false","true"
"Changchun","NA","China","M","29","Single","Professional","8","false","true"
"Victoria","BC","Canada","M","23","Single","Other","5","false","true"
"Ciudad de Madero","NA","Mexico","M","23","Single","Sales","7","false","true"
"Grenoble","NA","France","M","21","Single","Other","4","false","true"
"Eindhoven","NA","Netherlands","F","30","Married","Other","1","true","true"
"Yevatmal","AP","India","M","26","Single","Professional","6","false","true"
"Bristol","CT","United States","M","21","Single","Trades","5","false","true"
"Bromley","NA","United Kingdom","M","37","Married","Other","5","false","true"
"Montréal","QC","Canada","F","33","Married","Executive","7","false","true"
"Maanshan","NA","China","F","33","Married","Other","2","true","true"
"Osnabrück","NA","Germany","M","27","Single","Trades","8","false","true"
"Tijuana","NA","Mexico","M","34","Married","Executive","8","false","true"
"Stuttgart","NA","Germany","F","28","Single","Professional","9","false","true"
"Ravenna","RV","Italy","F","33","Married","Other","0","true","true"
"Valencia","NA","Spain","F","33","Married","Other","8","false","true"
"Campos dos Goytacazes","BR-RJ","Brazil","M","24","Single","Trades","9","false","true"
"Papineauville","QC","Canada","F","39","Married","Retail","2","true","false"
"Toulouse","NA","France","F","43","Married","Other","6","false","true"
"Dresden","NA","Germany","M","32","Married","Other","6","false","true"
"Québec","QC","Canada","F","33","Married","Other","1","true","false"
"Auburn","WA","United States","F","39","Married","Other","1","true","false"
"Canberra","ACT","Australia","M","30","Single","Trades","10","false","true"
"Bellinzona","NA","Switzerland","F","39","Married","Other","3","true","false"
"Shimonoseki","NA","Japan","M","26","Single","Other","7","false","true"
"Fuxin","NA","China","M","37","Married","Professional","5","false","true"
"Hanford","CA","United States","F","36","Married","Executive","8","false","true"
"Schoten","NA","Belgium","M","31","Married","Executive","5","false","true"
"Cangzhou","NA","China","F","34","Married","Other","0","true","true"
"Amiens","NA","France","F","33","Married","Retail","3","false","true"
"Lennoxville","QC","Canada","F","32","Single","Other","2","true","false"
"Brisbane","Qld","Australia","M","23","Single","Sales","7","false","true"
"Singapore","Singapore","Singapore","M","36","Married","Sales","8","false","true"
"Fukui","NA","Japan","F","34","Married","Other","0","true","true"
"Sendai","NA","Japan","M","20","Single","Professional","7","false","true"
"Cancún","NA","Mexico","F","24","Single","Other","7","false","true"
"Mclean","VA","United States","M","26","Single","Other","8","false","true"
"Gatineau","QC","Canada","M","26","Single","Trades","8","false","true"
"Kursk","NA","Russia","M","29","Single","Professional","8","false","true"
"Duque de Caxias","BR-RJ","Brazil","M","33","Single","Other","10","false","true"
"Kiel","NA","Germany","F","49","Married","Hospitality","5","false","true"
"Puebla","NA","Mexico","F","32","Married","Executive","9","false","true"
"Liège","NA","Belgium","F","31","Married","Other","2","true","false"
"Shijiazhuang","NA","China","F","33","Married","Executive","4","false","true"
"Kiel","NA","Germany","M","19","Single","Other","4","false","true"
"Salzburg","NA","Austria","M","33","Married","Sales","6","false","true"
"Irapuato","NA","Mexico","M","19","Single","Sales","4","false","true"
"Komae","NA","Japan","F","38","Married","Other","8","false","true"
"Summerville","SC","United States","M","22","Single","Sales","7","false","true"
"Aguascalientes","NA","Mexico","M","28","Single","Other","4","false","true"
"Perugia","PG","Italy","F","26","Single","Other","8","false","true"
"Genève","NA","Switzerland","M","21","Single","Professional","8","false","true"
"Paris","NA","France","M","39","Married","Other","6","false","true"
"New Delhi","DL","India","F","26","Married","Other","2","true","false"
"Bromley","NA","United Kingdom","M","43","Married","Sales","0","true","false"
"Dresden","NA","Germany","F","28","Married","Other","1","true","false"
"Conyers","GA","United States","F","33","Married","Executive","2","true","true"
"Singapore","Singapore","Singapore","F","31","Married","Executive","7","false","true"
"Århus","NA","Denmark","M","41","Single","Sales","7","false","true"
"Rio de Janeiro","BR-RJ","Brazil","F","31","Married","Other","4","true","false"
"Croydon","NA","United Kingdom","F","45","Married","Other","4","false","true"
"Nagaur","RJ","India","M","22","Single","Trades","9","false","true"
"Cangzhou","NA","China","M","34","Unspecified","Sales","8","false","true"
"Erfurt","NA","Germany","M","32","Single","Other","5","false","true"
"Portsmouth","NA","United Kingdom","F","38","Unspecified","Other","1","true","false"
"Navegantes","BR-SC","Brazil","M","38","Married","Sales","7","false","true"
"Sturbridge","MA","United States","M","21","Single","Professional","6","false","true"
"Valencia","NA","Spain","M","36","Married","Executive","5","false","true"
"Marseille","NA","France","M","22","Single","Professional","11","false","true"
"Ronse","NA","Belgium","M","25","Single","Professional","5","false","true"
"Rio de Janeiro","BR-RJ","Brazil","F","26","Single","Professional","9","false","true"
"Firenze","FI","Italy","F","47","Married","Executive","3","false","true"
"Córdoba","NA","Spain","M","20","Single","Student","6","false","true"
"Chyofu","NA","Japan","M","22","Single","Sales","9","false","true"
"Dresden","NA","Germany","M","25","Single","Executive","10","false","true"
"Balneário Camboriú","BR-SC","Brazil","F","36","Married","Other","1","true","false"
"Sydney","NSW","Australia","F","46","Married","Hospitality","1","true","true"
"Sydney","NSW","Australia","F","41","Married","Other","1","true","false"
"Guarulhos","BR-SP","Brazil","M","41","Married","Trades","7","false","true"
"Lübeck","NA","Germany","F","38","Married","Other","9","false","true"
"Valencia","NA","Spain","F","23","Married","Other","4","true","false"
"Loughton","NA","United Kingdom","F","19","Single","Hospitality","6","false","true"
"Vallejo","CA","United States","M","43","Married","Other","7","false","true"
"Melbourne","FL","United States","F","42","Married","Other","6","false","true"
"Saint Petersburg","NA","Russia","M","23","Single","Sales","6","false","true"
"Hampton Bays","NY","United States","M","22","Single","Executive","10","false","true"
"Timóteo","BR-MG","Brazil","M","23","Single","Trades","6","false","true"
"Silkeborg","NA","Denmark","F","19","Single","Other","1","true","false"
"Tampico","NA","Mexico","F","39","Married","Other","1","true","true"
"Milano","MI","Italy","M","27","Single","Other","9","false","true"
"Woodland","WA","United States","F","25","Single","Other","7","false","true"
"Colorado Springs","CO","United States","M","27","Single","Other","7","false","true"
"Komae","NA","Japan","M","19","Single","Student","6","false","true"
"Bossier City","LA","United States","M","50","Married","Other","7","false","true"
"Kawasaki","NA","Japan","F","32","Married","Retail","7","false","true"
"Ulsan","NA","Korea","F","39","Single","Retail","1","true","false"
"Angers","NA","France","M","27","Single","Other","5","false","true"
"Renfrew","ON","Canada","F","29","Married","Retail","2","true","false"
"Shijiazhuang","NA","China","F","37","Married","Other","6","false","true"
"Elgin","IL","United States","M","43","Married","Sales","7","false","true"
"Regina","SK","Canada","F","44","Married","Other","6","false","true"
"Ecatepec","NA","Mexico","F","37","Married","Other","0","true","false"
"Rockville","MD","United States","F","35","Unspecified","Other","0","true","false"
"Guangzhou","NA","China","F","43","Unspecified","Hospitality","2","true","true"
"Alexandria","LA","United States","F","23","Married","Other","2","true","false"
"Toulouse","NA","France","F","37","Unspecified","Hospitality","9","false","true"
"Hamburg","NA","Germany","M","28","Single","Professional","7","false","true"
"São Paulo","BR-SP","Brazil","F","48","Married","Other","2","true","true"
"Niquelândia","BR-GO","Brazil","F","34","Single","Retail","3","true","true"
"Escondido","CA","United States","M","19","Single","Sales","8","false","true"
"Indore","NA","India","M","23","Single","Professional","6","false","true"
"Oldham","NA","United Kingdom","M","27","Single","Trades","7","false","true"
"Würzburg","NA","Germany","F","20","Married","Other","2","true","false"
"Atlanta","GA","United States","M","21","Single","Sales","6","false","true"
"Heihe","NA","China","M","35","Married","Sales","8","false","true"
"Köln","NA","Germany","M","36","Single","Professional","5","false","true"
"Southampton","NA","United Kingdom","F","34","Married","Executive","2","true","false"
"San Luis","NA","Mexico","M","29","Single","Other","7","false","true"
"Düsseldorf","NA","Germany","F","45","Married","Executive","3","false","true"
"Maggie Valley","NC","United States","M","20","Single","Professional","10","false","true"
"Winnipeg","MB","Canada","F","49","Married","Other","0","true","true"
"Aachen","NA","Germany","M","28","Single","Sales","8","false","true"
"Dresden","NA","Germany","M","33","Married","Executive","3","false","true"
"Frogmore","NA","United Kingdom","M","34","Single","Trades","7","false","true"
"Akishima","NA","Japan","F","38","Unspecified","Other","1","true","false"
"Kawasaki","NA","Japan","M","35","Married","Trades","5","false","true"
"Moorestown","NJ","United States","M","25","Single","Sales","6","false","true"
"Graz","NA","Austria","F","25","Married","Other","9","false","true"
"Fussa","NA","Japan","M","21","Single","Student","9","false","true"
"Napoli","NA","Italy","M","37","Married","Sales","5","false","true"
"Warrenton","VA","United States","F","30","Married","Executive","2","true","true"
"Monterey","NA","Mexico","M","31","Married","Other","5","false","true"
"Lowestoft","NA","United Kingdom","M","34","Married","Executive","5","false","true"
"Helsinki","NA","Finland","M","28","Single","Sales","8","false","true"
"Renfrew","ON","Canada","F","36","Single","Retail","1","true","false"
"Rouen","NA","France","F","27","Single","Student","1","true","false"
"Guangzhou","NA","China","F","47","Unspecified","Hospitality","7","false","true"
"Norman","OK","United States","M","25","Single","Other","8","false","true"
"Shanghai","NA","China","F","20","Married","Retail","2","true","false"
"Changchun","NA","China","F","34","Married","Executive","9","false","true"
"Higashimurayama","NA","Japan","F","48","Married","Executive","4","false","true"
"Adelaide","SA","Australia","F","36","Married","Other","1","true","false"
"Ahmedabad","GJ","India","F","51","Married","Other","1","true","false"
"Raleigh","NC","United States","M","31","Married","Other","5","false","true"
"Canberra","ACT","Australia","M","36","Unspecified","Sales","2","true","true"
"Tijuana","NA","Mexico","M","20","Single","Professional","5","false","true"
"Salvador","BR-BA","Brazil","M","24","Single","Sales","4","false","true"
"Kawasaki","NA","Japan","M","36","Married","Executive","7","false","true"
"Sion","NA","Switzerland","F","32","Unspecified","Other","0","true","false"
"Wien","NA","Austria","M","37","Married","Other","5","false","true"
"Chennai","NA","India","M","25","Single","Student","9","false","true"
"Amsterdam","NA","Netherlands","M","39","Married","Executive","3","false","true"
"Baraga","MI","United States","M","19","Single","Other","7","false","true"
"Lowestoft","NA","United Kingdom","M","24","Single","Professional","6","false","true"
"Guadalajara","NA","Mexico","F","38","Married","Executive","0","true","false"
"Yevatmal","AP","India","F","26","Single","Other","9","false","true"
"Sendai","NA","Japan","F","22","Married","Retail","3","true","false"
"Torreón","NA","Mexico","M","33","Single","Sales","5","false","true"
"Brisbane","Qld","Australia","F","24","Single","Other","1","true","false"
"Coventry","NA","United Kingdom","M","52","Married","Other","2","true","false"
"St Petersburg","FL","United States","M","31","Married","Other","3","true","false"
"Blue Ridge","GA","United States","M","43","Married","Retired","1","true","false"
"Köln","NA","Germany","M","26","Single","Other","6","false","true"
"Lappeenranta","NA","Finland","F","21","Single","Other","6","false","true"
"Wandsworth","NA","United Kingdom","M","21","Single","Other","5","false","true"
"Novosibirsk","NA","Russia","F","36","Married","Other","0","true","false"
"Middlesbrough","NA","United Kingdom","M","31","Single","Professional","4","false","true"
"Catania","CT","Italy","F","25","Married","Other","3","true","false"
"Exeter","NA","United Kingdom","F","40","Unspecified","Hospitality","2","true","false"
"Logroño","NA","Spain","F","24","Single","Other","6","false","true"
"Wuhan","NA","China","M","21","Single","Other","7","false","true"
"Brampton","ON","Canada","M","31","Single","Executive","9","false","true"
"Ludhiana","UP","India","M","29","Single","Other","8","false","true"
"Beijing","NA","China","F","20","Single","Professional","1","true","false"
"Essen","NA","Germany","M","28","Single","Other","7","false","true"
"Stavropol","NA","Russia","M","36","Married","Other","10","false","true"
"Grenoble","NA","France","F","23","Single","Other","6","false","true"
"Aachen","NA","Germany","F","23","Married","Retail","3","true","false"
"Saint Petersburg","NA","Russia","M","37","Single","Other","6","false","true"
"Chongqing","NA","China","M","44","Married","Sales","2","true","false"
"Reims","NA","France","M","24","Single","Student","7","false","true"
"Canberra","ACT","Australia","M","39","Married","Other","6","false","true"
"Århus","NA","Denmark","F","35","Married","Other","8","false","true"
"Brisbane","Qld","Australia","F","20","Married","Other","0","true","false"
"Orangeburg","SC","United States","M","23","Single","Other","4","false","true"
"Incheon","NA","Korea","M","30","Married","Other","8","false","true"
"Osasco","BR-SP","Brazil","F","23","Married","Other","1","true","false"
"Whitehall","PA","United States","F","33","Married","Other","0","true","true"
"Qiqihaer","NA","China","F","48","Married","Executive","2","true","false"
"Novosibirsk","NA","Russia","M","24","Single","Student","0","true","false"
"Pontiac","MI","United States","F","40","Married","Other","5","false","true"
"Perugia","PG","Italy","F","33","Married","Other","0","true","true"
"Bristow","VA","United States","F","45","Married","Hospitality","2","true","false"
"Alicante","NA","Spain","F","29","Married","Executive","8","false","true"
"San Nicolás de los Garza","NA","Mexico","F","28","Married","Other","1","true","false"
"Dordrecht","NA","Netherlands","M","38","Single","Other","7","false","true"
"Chennai","NA","India","M","34","Unspecified","Professional","7","false","true"
"Edgewood","MD","United States","M","32","Single","Other","7","false","true"
"Bromley","NA","United Kingdom","M","19","Single","Other","8","false","true"
"Dresden","NA","Germany","F","30","Unspecified","Other","9","false","true"
"Martinez","CA","United States","F","32","Married","Other","1","true","false"
"Shimonoseki","NA","Japan","F","36","Single","Retail","1","true","false"
"Chandigarh","CH","India","F","23","Single","Other","7","false","true"
"Wels","NA","Austria","M","27","Single","Professional","7","false","true"
"Suffern","NY","United States","M","28","Single","Executive","7","false","true"
"Singapore","Singapore","Singapore","M","29","Single","Other","4","false","true"
"Roslindale","MA","United States","M","24","Single","Other","6","false","true"
"Bonn","NA","Germany","M","37","Married","Other","0","false","true"
"Groningen","NA","Netherlands","F","30","Married","Executive","5","false","true"
"Bari","BA","Italy","M","34","Single","Trades","8","false","true"
"San Jose","CA","United States","F","38","Married","Other","3","true","true"
"Bogalusa","LA","United States","F","43","Married","Other","0","true","false"
"Changchun","NA","China","M","26","Single","Sales","7","false","true"
"North Reading","MA","United States","F","24","Married","Retail","2","true","false"
"Guarulhos","BR-SP","Brazil","F","27","Married","Other","7","false","true"
"New Salisbury","IN","United States","F","44","Married","Other","8","false","true"
"Phoenix","AZ","United States","F","33","Married","Other","0","true","false"
"Balneário Camboriú","BR-SC","Brazil","F","33","Married","Other","2","true","false"
"Heidelberg","NA","Germany","M","27","Single","Trades","5","false","true"
"Manaus","BR-AM","Brazil","F","31","Single","Professional","7","false","true"
"San Luis Obispo","CA","United States","M","23","Single","Trades","8","false","true"
"Sydney","NSW","Australia","F","41","Married","Other","6","false","true"
"Vernon","BC","Canada","F","32","Married","Other","1","true","false"
"São Paulo","BR-SP","Brazil","M","30","Single","Other","8","false","true"
"Kingsland","GA","United States","M","20","Single","Executive","9","false","true"
"Ramsgate","NA","United Kingdom","F","33","Married","Retail","6","false","true"
"Sakai","NA","Japan","M","21","Single","Professional","7","false","true"
"São Gonçalo","BR-RJ","Brazil","M","32","Married","Executive","7","false","true"
"Bellinzona","NA","Switzerland","F","26","Single","Professional","1","true","false"
"Düsseldorf","NA","Germany","M","28","Married","Professional","8","false","true"
"Chengdu","NA","China","F","49","Married","Executive","2","true","false"
"Kent","WA","United States","F","39","Unspecified","Other","1","true","false"
"Singapore","Singapore","Singapore","M","20","Single","Other","8","false","true"
"Osnabrück","NA","Germany","F","30","Married","Executive","8","false","true"
"San Luis","NA","Mexico","M","32","Single","Professional","4","false","true"
"Kushiro","NA","Japan","M","25","Single","Sales","6","false","true"
"Cangzhou","NA","China","F","36","Unspecified","Hospitality","6","false","true"
"Villach","NA","Austria","M","19","Single","Executive","5","false","true"
"Fishkill","NY","United States","M","23","Single","Executive","8","false","true"
"Pune","NA","India","M","29","Single","Sales","5","false","true"
"Madison","WI","United States","M","21","Single","Professional","5","false","true"
"Singapore","Singapore","Singapore","F","38","Married","Retail","1","true","true"
"Natchitoches","LA","United States","M","49","Married","Retired","1","true","true"
"Raleigh","NC","United States","F","34","Married","Executive","0","true","true"
"Petrópolis","BR-RJ","Brazil","F","37","Married","Retail","3","true","false"
"Canberra","ACT","Australia","M","25","Single","Professional","9","false","true"
"Paris","NA","France","F","24","Married","Other","2","true","true"
"Playa del Carmen","NA","Mexico","F","21","Married","Other","1","true","false"
"Pachuca de Soto","NA","Mexico","F","24","Single","Other","8","false","true"
"Bern","NA","Switzerland","F","33","Married","Other","1","true","false"
"Chongqing","NA","China","F","33","Married","Hospitality","7","false","true"
"Peoria","IL","United States","M","28","Single","Professional","3","false","true"
"Kawasaki","NA","Japan","M","32","Married","Sales","6","false","true"
"Bromont","QC","Canada","F","40","Married","Other","2","true","false"
"Vallejo","CA","United States","F","37","Unspecified","Other","1","true","false"
"Toledo","NA","Spain","F","32","Married","Other","1","true","true"
"Basel","NA","Switzerland","F","39","Married","Other","5","false","true"
"Barcelona","B","Spain","M","27","Single","Other","8","false","true"
"Manzanilo","NA","Mexico","M","42","Married","Sales","6","false","true"
"Logroño","LO","Spain","M","22","Single","Student","2","false","true"
"Asan","NA","Korea","M","21","Single","Executive","5","false","true"
"Fuquay Varina","NC","United States","M","43","Married","Sales","7","false","true"
"Mysore","MP","India","M","26","Single","Sales","8","false","true"
"Campinas","BR-SP","Brazil","M","26","Single","Professional","7","false","true"
"Clermont-Ferrand","NA","France","M","40","Married","Other","7","false","true"
"Kobe","NA","Japan","M","33","Married","Other","6","false","true"
"Acapulco","NA","Mexico","F","38","Married","Other","1","true","false"
"Melbourne","Vic","Australia","F","24","Single","Retail","4","false","true"
"Nice","NA","France","F","24","Single","Other","0","true","false"
"New Port Richey","FL","United States","M","27","Single","Executive","5","false","true"
"Campos dos Goytacazes","BR-RJ","Brazil","F","35","Unspecified","Other","3","true","true"
"Timóteo","BR-MG","Brazil","M","37","Married","Other","4","true","false"
"Yellowknife","NT","Canada","F","49","Married","Executive","8","false","true"
"Miami","FL","United States","M","26","Single","Professional","4","false","true"
"Braunschweig","NA","Germany","M","26","Single","Professional","3","false","true"
"Chengdu","NA","China","M","27","Single","Sales","6","false","true"
"Heidelberg","NA","Germany","M","21","Single","Trades","6","false","true"
"Delhi","NCT","India","M","31","Married","Executive","1","true","false"
"Navegantes","BR-SC","Brazil","M","21","Single","Other","6","false","true"
"North Liberty","IA","United States","M","24","Single","Sales","8","false","true"
"Ravenna","RV","Italy","M","35","Married","Other","5","false","true"
"Pamplona","NA","Spain","M","28","Single","Professional","6","false","true"
"Gatineau","QC","Canada","M","22","Single","Trades","5","false","true"
"Coventry","NA","United Kingdom","M","25","Single","Sales","10","false","true"
"Rio de Janeiro","BR-RJ","Brazil","M","33","Married","Executive","6","false","true"
"Cuernavaca","NA","Mexico","M","22","Single","Trades","7","false","true"
"Qingdao","NA","China","M","34","Single","Professional","2","false","true"
"Singapore","Singapore","Singapore","F","23","Single","Other","1","true","true"
"Roma","ROMA","Italy","F","44","Married","Other","6","false","true"
"Preston","NA","United Kingdom","M","41","Married","Professional","10","false","true"
"Mukilteo","WA","United States","F","38","Single","Retail","3","true","false"
"Southampton","NA","United Kingdom","M","21","Single","Professional","8","false","true"
"Osasco","BR-SP","Brazil","M","40","Married","Trades","5","false","true"
"Charleroi","NA","Belgium","M","27","Single","Professional","5","false","true"
"Amiens","NA","France","F","32","Single","Retail","9","false","true"
"Kasugai","NA","Japan","M","29","Single","Other","9","false","true"
"Kiyose","NA","Japan","M","23","Single","Other","11","false","true"
"Nancy","NA","France","F","43","Married","Other","3","true","false"
"Potsdam","NA","Germany","F","32","Married","Other","2","true","false"
"Enschede","NA","Netherlands","F","31","Married","Executive","5","false","true"
"Québec","QC","Canada","M","25","Single","Other","4","false","true"
"Nago","NA","Japan","F","39","Married","Other","6","false","true"
"Rio de Janeiro","BR-RJ","Brazil","M","38","Married","Other","1","true","true"
"Aurora","CO","United States","F","32","Married","Executive","6","false","true"
"Haarlem","NA","Netherlands","F","34","Married","Other","1","true","true"
"Chengdu","NA","China","F","37","Single","Retail","1","true","false"
"Brest","NA","France","M","43","Married","Other","2","false","true"
"Wuhan","NA","China","M","23","Single","Other","5","false","true"
"Salvador","BR-BA","Brazil","F","26","Married","Other","1","true","false"
"Perth","WA","Australia","F","39","Single","Retail","1","true","true"
"Calgary","AB","Canada","M","22","Single","Sales","8","false","true"
"Bern","NA","Switzerland","F","37","Married","Retail","2","true","true"
"Nantes","NA","France","M","24","Single","Trades","11","false","true"
"Adelaide","SA","Australia","M","31","Single","Professional","1","false","true"
"Paris","NA","France","F","44","Married","Other","1","true","false"
"Helsinki","NA","Finland","M","38","Married","Professional","7","false","true"
"Perth","WA","Australia","M","23","Single","Sales","5","false","true"
"Beijing","NA","China","M","19","Single","Other","9","false","true"
"Turnhout","NA","Belgium","F","36","Married","Other","1","true","false"
"Cranston","RI","United States","M","32","Married","Other","8","false","true"
"Göteborg","NA","Sweden","F","31","Married","Other","2","true","false"
"Kelamayi","NA","China","F","46","Married","Executive","8","false","true"
"Portsmouth","NA","United Kingdom","F","38","Married","Retail","0","true","false"
"Bern","NA","Switzerland","F","24","Married","Retail","1","true","false"
"Dordrecht","NA","Netherlands","F","45","Married","Hospitality","8","false","true"
"Rio de Janeiro","BR-RJ","Brazil","M","25","Single","Other","7","false","true"
"Chandigarh","HR","India","F","24","Married","Retail","8","false","true"
"Timóteo","BR-MG","Brazil","M","32","Single","Professional","7","false","true"
"Fukushima","NA","Japan","F","49","Married","Executive","12","false","true"
"Shijiazhuang","NA","China","F","34","Married","Retail","1","true","false"
"Amersfoort","NA","Netherlands","M","21","Single","Executive","7","false","true"
"Dübendorf","NA","Switzerland","F","41","Married","Other","1","true","false"
"Cheney","WA","United States","F","28","Single","Other","1","true","false"
"Arvika","NA","Sweden","M","34","Single","Other","7","false","true"
"Porto Alegre","BR-RS","Brazil","M","31","Married","Other","6","false","true"
"Hermosillo","NA","Mexico","F","28","Single","Other","7","false","true"
"Singapore","Singapore","Singapore","F","40","Unspecified","Hospitality","6","false","true"
"Chengdu","NA","China","M","42","Single","Sales","0","false","true"
"Anchorage","AK","United States","F","37","Married","Other","7","false","true"
"Rennes","NA","France","M","28","Single","Professional","4","false","true"
"Canberra","ACT","Australia","M","24","Single","Trades","6","false","true"
"Fargo","ND","United States","M","31","Married","Sales","8","false","true"
"Arnhem","NA","Netherlands","M","24","Single","Trades","9","false","true"
"Chiba","NA","Japan","F","22","Single","Student","1","true","false"
"Bellinzona","NA","Switzerland","M","26","Single","Professional","5","false","true"
"Fukushima","NA","Japan","M","26","Single","Other","7","false","true"
"Perugia","NA","Italy","M","32","Married","Other","6","false","true"
"Viborg","NA","Denmark","F","21","Single","Other","2","true","false"
"Perth","WA","Australia","F","38","Married","Other","3","true","false"
"Mysore","KA","India","M","28","Married","Other","5","false","true"
"Angers","NA","France","M","29","Single","Other","8","false","true"
"Duque de Caxias","BR-RJ","Brazil","F","39","Married","Other","3","true","false"
"Musashino","NA","Japan","M","22","Single","Sales","7","false","true"
"Pamplona","NA","Spain","M","19","Single","Other","5","false","true"
"Niterói","BR-RJ","Brazil","F","35","Married","Executive","5","false","true"
"San Francisco","CA","United States","M","26","Single","Other","4","false","true"
"Gmunden","NA","Austria","F","47","Married","Executive","1","true","false"
"Wels","NA","Austria","M","23","Single","Sales","5","false","true"
"Smolensk","NA","Russia","F","37","Unspecified","Other","7","false","true"
"Inta","NA","Russia","F","34","Married","Executive","0","true","false"
"Anchorage","AK","United States","M","34","Unspecified","Sales","5","false","true"
"Bellinzona","NA","Switzerland","M","28","Single","Other","9","false","true"
"Pohang","NA","Korea","M","20","Single","Sales","7","false","true"
"Tokyo","NA","Japan","M","28","Single","Sales","3","false","true"
"Tolyatti","NA","Russia","M","19","Single","Executive","7","false","true"
"Mäntsälä","NA","Finland","M","28","Single","Student","5","false","true"
"Nanaimo","BC","Canada","M","22","Single","Other","5","false","true"
"Blackpool","NA","United Kingdom","M","29","Single","Trades","11","false","true"
"Shijiazhuang","NA","China","M","29","Single","Student","6","false","true"
"Canberra","ACT","Australia","M","20","Single","Professional","8","false","true"
"Tilburg","NA","Netherlands","F","36","Married","Executive","3","true","false"
"Erfurt","NA","Germany","M","26","Single","Trades","4","false","true"
"Riverton","UT","United States","F","46","Married","Other","9","false","true"
"Melbourne","Vic","Australia","F","49","Married","Professional","7","false","true"
"Canberra","ACT","Australia","M","23","Single","Other","7","false","true"
"Boulogne-Billancourt","NA","France","M","26","Single","Professional","5","false","true"
"Musashino","NA","Japan","M","29","Single","Professional","5","false","true"
"Yarmouth","NS","Canada","F","32","Married","Hospitality","3","true","true"
"Indian Harbour Beach","FL","United States","F","23","Single","Other","7","false","true"
"New York","NY","United States","F","26","Married","Retail","0","true","false"
"Marquette","KS","United States","F","41","Married","Other","0","true","false"
"Kelamayi","NA","China","F","37","Married","Other","4","false","true"
"Fort Myers","FL","United States","M","33","Married","Sales","11","false","true"
"Torino","NA","Italy","F","39","Married","Other","6","false","true"
"Hong Kong","NA","China","M","34","Single","Other","7","false","true"
"Sudbury","ON","Canada","M","20","Single","Executive","4","false","true"
"Sydney","NSW","Australia","F","29","Unspecified","Other","1","true","false"
"Beijing","NA","China","F","36","Married","Other","2","true","false"
"Cangzhou","NA","China","F","34","Married","Other","2","true","false"
"Cangzhou","NA","China","M","38","Married","Sales","1","true","false"
"Los Angeles","CA","United States","F","35","Married","Executive","4","false","true"
"Canberra","ACT","Australia","M","32","Single","Other","9","false","true"
"Lausanne","NA","Switzerland","F","35","Married","Executive","1","false","true"
"Kiel","NA","Germany","M","27","Single","Other","8","false","true"
"Brest","NA","France","F","30","Married","Other","7","false","true"
"Roskilde","NA","Denmark","F","30","Married","Hospitality","1","true","false"
"Canberra","ACT","Australia","F","47","Unspecified","Hospitality","3","false","true"
"Saarbrücken","NA","Germany","M","37","Unspecified","Trades","7","false","true"
"Mpls","MN","United States","M","24","Single","Professional","2","false","true"
"Chemnitz","NA","Germany","F","35","Married","Retail","4","false","true"
"Aalborg","NA","Denmark","M","29","Single","Trades","5","false","true"
"Charleroi","NA","Belgium","F","26","Unspecified","Professional","1","true","false"
"Saint Petersburg","NA","Russia","F","26","Married","Retail","1","true","false"
"Sydney","NSW","Australia","M","38","Married","Sales","6","false","true"
"Sendai","NA","Japan","M","40","Married","Other","7","false","true"
"Middlesbrough","NA","United Kingdom","M","32","Single","Executive","6","false","true"
"Pachuca de Soto","NA","Mexico","F","34","Married","Other","1","true","false"
"Kansas City","MO","United States","F","24","Married","Retail","1","true","false"
"Adelaide","SA","Australia","M","24","Single","Trades","3","false","true"
"Toulon","NA","France","M","30","Married","Sales","9","false","true"
"Hadano","NA","Japan","M","31","Single","Student","6","false","true"
"Petrópolis","BR-RJ","Brazil","M","20","Single","Other","5","false","true"
"Samara","NA","Russia","M","31","Married","Trades","7","false","true"
"Kyoto","NA","Japan","M","22","Single","Trades","6","false","true"
"Randers","NA","Denmark","F","32","Single","Retail","2","true","false"
"Cangzhou","NA","China","M","38","Married","Executive","1","true","false"
"Mobile","AL","United States","M","35","Married","Other","7","false","true"
"Lausanne","NA","Switzerland","M","31","Single","Professional","6","false","true"
"Salmon Arm","BC","Canada","F","26","Married","Retail","5","false","true"
"Potsdam","NA","Germany","F","38","Unspecified","Hospitality","6","false","true"
"Naperville","IL","United States","F","35","Married","Other","0","true","true"
"Park City","UT","United States","F","38","Married","Other","1","true","false"
"Lyon","NA","France","M","19","Single","Sales","8","false","true"
"Queen Creek","AZ","United States","F","27","Single","Other","8","false","true"
"Raigarh","MP","India","M","32","Married","Other","8","false","true"
"Chatsworth","CA","United States","M","27","Single","Trades","10","false","true"
"Beijing","NA","China","F","31","Married","Other","1","true","true"
"Akishima","NA","Japan","F","25","Married","Retail","1","true","false"
"Jamison","PA","United States","F","48","Unspecified","Hospitality","0","true","false"
"Kotka","NA","Finland","F","26","Married","Retail","1","true","false"
